"Assembly","Session","Date","Word","PDF"
"14th Assembly"," 6th Session","2003-2-24","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn030224.pdf"
"14th Assembly"," 6th Session","2003-2-21","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn030221.pdf"
"14th Assembly"," 6th Session","2003-2-20","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn030220.pdf"
"14th Assembly"," 6th Session","2003-2-19","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn030219.pdf"
"14th Assembly"," 6th Session","2003-2-18","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn030218.pdf"
"14th Assembly"," 6th Session","2003-2-17","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn030217.pdf"
"14th Assembly"," 6th Session","2003-2-14","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn030214.pdf"
"14th Assembly"," 6th Session","2003-2-13","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn030213.pdf"
"14th Assembly"," 6th Session","2003-2-12","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn030212.pdf"
"14th Assembly"," 6th Session","2002-10-31","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn021031.pdf"
"14th Assembly"," 5th Session","2002-10-30","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn021030.pdf"
"14th Assembly"," 5th Session","2002-10-29","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn021029.pdf"
"14th Assembly"," 5th Session","2002-10-28","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn021028.pdf"
"14th Assembly"," 5th Session","2002-10-25","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn021025.pdf"
"14th Assembly"," 5th Session","2002-10-24","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn021024.pdf"
"14th Assembly"," 5th Session","2002-10-23","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn021023.pdf"
"14th Assembly"," 5th Session","2002-10-22","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn021022.pdf"
"14th Assembly"," 5th Session","2002-10-21","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn021021.pdf"
"14th Assembly"," 5th Session","2002-10-18","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn021018.pdf"
"14th Assembly"," 5th Session","2002-10-17","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn021017.pdf"
"14th Assembly"," 5th Session","2002-10-16","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn021016.pdf"
"14th Assembly"," 5th Session","2002-6-19","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn020619.pdf"
"14th Assembly"," 5th Session","2002-6-18","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn020618.pdf"
"14th Assembly"," 5th Session","2002-6-17","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn020617.pdf"
"14th Assembly"," 5th Session","2002-6-14","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn020614.pdf"
"14th Assembly"," 5th Session","2002-6-13","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn020613.pdf"
"14th Assembly"," 5th Session","2002-6-12","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn020612.pdf"
"14th Assembly"," 5th Session","2002-6-11","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn020611.pdf"
"14th Assembly"," 5th Session","2002-3-14","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn020314.pdf"
"14th Assembly"," 5th Session","2002-3-13","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn020313.pdf"
"14th Assembly"," 5th Session","2002-3-12","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn020312.pdf"
"14th Assembly"," 5th Session","2002-3-11","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn020311.pdf"
"14th Assembly"," 5th Session","2002-3-8","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn020308.pdf"
"14th Assembly"," 5th Session","2002-3-7","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn020307_0.pdf"
"14th Assembly"," 5th Session","2002-3-6","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn020306.pdf"
"14th Assembly"," 5th Session","2002-3-5","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn020305.pdf"
"14th Assembly"," 5th Session","2002-3-4","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn020304.pdf"
"14th Assembly"," 5th Session","2002-3-1","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn020301.pdf"
"14th Assembly"," 5th Session","2002-2-28","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn020228.pdf"
"14th Assembly"," 5th Session","2002-2-27","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn020227.pdf"
"14th Assembly"," 5th Session","2002-2-26","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn020226.pdf"
"14th Assembly"," 5th Session","2002-2-25","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn020225.pdf"
"14th Assembly"," 5th Session","2002-2-22","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn020222.pdf"
"14th Assembly"," 5th Session","2002-2-21","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn020221.pdf"
"14th Assembly"," 5th Session","2002-2-20","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn020220.pdf"
"14th Assembly"," 5th Session","2002-2-19","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn020219.pdf"
"14th Assembly"," 4th Session","2001-11-6","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn011106.pdf"
"14th Assembly"," 4th Session","2001-11-5","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn011105.pdf"
"14th Assembly"," 4th Session","2001-11-2","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn011102.pdf"
"14th Assembly"," 4th Session","2001-11-1","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn011101.pdf"
"14th Assembly"," 4th Session","2001-10-31","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn011031.pdf"
"14th Assembly"," 4th Session","2001-10-30","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn011030.pdf"
"14th Assembly"," 4th Session","2001-10-29","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn011029.pdf"
"14th Assembly"," 4th Session","2001-10-26","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn011026.pdf"
"14th Assembly"," 4th Session","2001-10-25","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn011025.pdf"
"14th Assembly"," 4th Session","2001-10-24","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn010724_0.pdf"
"14th Assembly"," 4th Session","2001-10-23","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn010723_0.pdf"
"14th Assembly"," 4th Session","2001-7-24","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn010724.pdf"
"14th Assembly"," 4th Session","2001-7-23","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn010723.pdf"
"14th Assembly"," 4th Session","2001-6-14","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn010614.pdf"
"14th Assembly"," 4th Session","2001-6-13","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn010613.pdf"
"14th Assembly"," 4th Session","2001-6-12","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn010612.pdf"
"14th Assembly"," 4th Session","2001-6-11","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn010611.pdf"
"14th Assembly"," 4th Session","2001-6-8","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn010608.pdf"
"14th Assembly"," 4th Session","2001-6-7","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn010607.pdf"
"14th Assembly"," 4th Session","2001-6-6","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn010606.pdf"
"14th Assembly"," 4th Session","2001-6-5","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn010605.pdf"
"14th Assembly"," 3rd Session","2001-3-7","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn010307.pdf"
"14th Assembly"," 3rd Session","2001-3-6","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn010306.pdf"
"14th Assembly"," 3rd Session","2001-3-5","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn010305.pdf"
"14th Assembly"," 3rd Session","2001-3-2","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn010302.pdf"
"14th Assembly"," 3rd Session","2001-3-1","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn010301.pdf"
"14th Assembly"," 3rd Session","2001-2-28","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn010228.pdf"
"14th Assembly"," 3rd Session","2001-2-27","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn010227.pdf"
"14th Assembly"," 3rd Session","2001-2-26","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn010226.pdf"
"14th Assembly"," 3rd Session","2001-2-23","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn010223.pdf"
"14th Assembly"," 3rd Session","2001-2-22","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn010222.pdf"
"14th Assembly"," 3rd Session","2001-2-21","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn010221.pdf"
"14th Assembly"," 3rd Session","2001-2-20","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn010220.pdf"
"14th Assembly"," 3rd Session","2001-2-19","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn010219.pdf"
"14th Assembly"," 3rd Session","2001-2-16","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn010216.pdf"
"14th Assembly"," 3rd Session","2001-2-15","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn010215.pdf"
"14th Assembly"," 3rd Session","2001-2-14","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn010214.pdf"
"14th Assembly"," 3rd Session","2000-11-16","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn001116.pdf"
"14th Assembly"," 3rd Session","2000-11-15","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn001115.pdf"
"14th Assembly"," 3rd Session","2000-11-14","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn001114.pdf"
"14th Assembly"," 3rd Session","2000-11-10","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn001110.pdf"
"14th Assembly"," 3rd Session","2000-11-9","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn001109.pdf"
"14th Assembly"," 3rd Session","2000-11-8","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn001108.pdf"
"14th Assembly"," 3rd Session","2000-11-7","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn001107.pdf"
"14th Assembly"," 3rd Session","2000-11-6","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn001106.pdf"
"14th Assembly"," 3rd Session","2000-11-3","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn001103.pdf"
"14th Assembly"," 3rd Session","2000-11-2","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn001102.pdf"
"14th Assembly"," 3rd Session","2000-11-1","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn001101.pdf"
"14th Assembly"," 3rd Session","2000-10-31","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn001031.pdf"
"14th Assembly"," 3rd Session","2000-7-7","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn000707.pdf"
"14th Assembly"," 3rd Session","2000-7-6","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn000706.pdf"
"14th Assembly"," 3rd Session","2000-7-5","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn000705.pdf"
"14th Assembly"," 3rd Session","2000-7-4","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn000704.pdf"
"14th Assembly"," 3rd Session","2000-6-30","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn000630.pdf"
"14th Assembly"," 3rd Session","2000-6-29","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn000629.pdf"
"14th Assembly"," 3rd Session","2000-6-28","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn000628.pdf"
"14th Assembly"," 3rd Session","2000-6-27","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn000627.pdf"
"14th Assembly"," 3rd Session","2000-6-26","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn000626.pdf"
"14th Assembly"," 3rd Session","2000-6-23","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn000623.pdf"
"14th Assembly"," 3rd Session","2000-6-22","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn000622.pdf"
"14th Assembly"," 3rd Session","2000-6-21","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn000621.pdf"
"14th Assembly"," 3rd Session","2000-6-20","","https://www.assembly.gov.nt.ca/sites/assembly/files/hn000620.pdf"
"14th Assembly"," 2nd Session","2000-3-31","","https://www.assembly.gov.nt.ca/sites/assembly/files/day_15_-_march_31_2000.pdf"
"14th Assembly"," 2nd Session","2000-3-30","","https://www.assembly.gov.nt.ca/sites/assembly/files/day_14_-_march_30_2000.pdf"
"14th Assembly"," 2nd Session","2000-3-29","","https://www.assembly.gov.nt.ca/sites/assembly/files/day_13_-_march_29_2000.pdf"
"14th Assembly"," 2nd Session","2000-3-28","","https://www.assembly.gov.nt.ca/sites/assembly/files/day_12_-_march_28_2000.pdf"
"14th Assembly"," 2nd Session","2000-3-27","","https://www.assembly.gov.nt.ca/sites/assembly/files/day_11_-_march_27_2000.pdf"
"14th Assembly"," 2nd Session","2000-3-24","","https://www.assembly.gov.nt.ca/sites/assembly/files/day_10_-_march_24_2000.pdf"
"14th Assembly"," 2nd Session","2000-3-23","","https://www.assembly.gov.nt.ca/sites/assembly/files/day_9_-_march_23_2000.pdf"
"14th Assembly"," 2nd Session","2000-3-22","","https://www.assembly.gov.nt.ca/sites/assembly/files/day_8_-_march_22_2000.pdf"
"14th Assembly"," 2nd Session","2000-3-21","","https://www.assembly.gov.nt.ca/sites/assembly/files/day_7_-_march_21_2000.pdf"
"14th Assembly"," 2nd Session","2000-2-29","","https://www.assembly.gov.nt.ca/sites/assembly/files/day_6_-_feb_29_2000.pdf"
"14th Assembly"," 2nd Session","2000-2-28","","https://www.assembly.gov.nt.ca/sites/assembly/files/day_5_-_feb_28_2000.pdf"
"14th Assembly"," 2nd Session","2000-2-25","","https://www.assembly.gov.nt.ca/sites/assembly/files/day_4_-_feb_25_2000.pdf"
"14th Assembly"," 2nd Session","2000-2-24","","https://www.assembly.gov.nt.ca/sites/assembly/files/day_3_-_feb_24_2000.pdf"
"14th Assembly"," 2nd Session","2000-2-23","","https://www.assembly.gov.nt.ca/sites/assembly/files/day_2_-_feb_23_2000.pdf"
"14th Assembly"," 2nd Session","2000-2-22","","https://www.assembly.gov.nt.ca/sites/assembly/files/day_1_-_feb_22_2000.pdf"
"14th Assembly"," 1st Session","2000-1-19","","https://www.assembly.gov.nt.ca/sites/assembly/files/day_1_-_jan_19_2000.pdf"
