17th Assembly- 5th Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn151008_0.docx,NWT/docs/[2015-10-08]hn151008_0.docx,https://www.assembly.gov.nt.ca/sites/assembly/files/hn151008.pdf,
17th Assembly- 5th Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn151007.docx,NWT/docs/[2015-10-07]hn151007.docx,https://www.assembly.gov.nt.ca/sites/assembly/files/hn151007_0.pdf,
17th Assembly- 5th Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn151006_0.docx,NWT/docs/[2015-10-06]hn151006_0.docx,https://www.assembly.gov.nt.ca/sites/assembly/files/hn151006.pdf,
17th Assembly- 5th Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn151005_0.docx,NWT/docs/[2015-10-05]hn151005_0.docx,https://www.assembly.gov.nt.ca/sites/assembly/files/hn151005_0.pdf,
17th Assembly- 5th Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn151002.docx,NWT/docs/[2015-10-02]hn151002.docx,https://www.assembly.gov.nt.ca/sites/assembly/files/hn151002.pdf,
17th Assembly- 5th Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn151001.docx,NWT/docs/[2015-10-01]hn151001.docx,https://www.assembly.gov.nt.ca/sites/assembly/files/hn151001.pdf,
17th Assembly- 5th Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn150930_0.docx,NWT/docs/[2015-09-30]hn150930_0.docx,https://www.assembly.gov.nt.ca/sites/assembly/files/hn150930.pdf,
17th Assembly- 5th Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn150929.docx,NWT/docs/[2015-09-29]hn150929.docx,https://www.assembly.gov.nt.ca/sites/assembly/files/hn150929.pdf,
17th Assembly- 5th Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn150604_0.docx,NWT/docs/[2015-06-04]hn150604_0.docx,https://www.assembly.gov.nt.ca/sites/assembly/files/hn150604.pdf,
17th Assembly- 5th Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn150603_0.docx,NWT/docs/[2015-06-03]hn150603_0.docx,https://www.assembly.gov.nt.ca/sites/assembly/files/hn150603.pdf,
17th Assembly- 5th Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn150602_0.docx,NWT/docs/[2015-06-02]hn150602_0.docx,https://www.assembly.gov.nt.ca/sites/assembly/files/hn150602.pdf,
17th Assembly- 5th Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn150601_0.docx,NWT/docs/[2015-06-01]hn150601_0.docx,https://www.assembly.gov.nt.ca/sites/assembly/files/hn150601.pdf,
17th Assembly- 5th Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn150529.docx,NWT/docs/[2015-05-29]hn150529.docx,https://www.assembly.gov.nt.ca/sites/assembly/files/hn150529.pdf,
17th Assembly- 5th Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn150528_0.docx,NWT/docs/[2015-05-28]hn150528_0.docx,https://www.assembly.gov.nt.ca/sites/assembly/files/hn150528.pdf,
17th Assembly- 5th Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn150527_0.docx,NWT/docs/[2015-05-27]hn150527_0.docx,https://www.assembly.gov.nt.ca/sites/assembly/files/hn150527.pdf,
17th Assembly- 5th Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn150312.docx,NWT/docs/[2015-03-12]hn150312.docx,https://www.assembly.gov.nt.ca/sites/assembly/files/hn150312.pdf,
17th Assembly- 5th Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn150311_0.docx,NWT/docs/[2015-03-11]hn150311_0.docx,https://www.assembly.gov.nt.ca/sites/assembly/files/hn150311.pdf,
17th Assembly- 5th Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn150310_0.docx,NWT/docs/[2015-03-10]hn150310_0.docx,https://www.assembly.gov.nt.ca/sites/assembly/files/hn150310.pdf,
17th Assembly- 5th Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn150309_0.docx,NWT/docs/[2015-03-09]hn150309_0.docx,https://www.assembly.gov.nt.ca/sites/assembly/files/hn150309.pdf,
17th Assembly- 5th Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn150306_0.docx,NWT/docs/[2015-03-06]hn150306_0.docx,https://www.assembly.gov.nt.ca/sites/assembly/files/hn150306.pdf,
17th Assembly- 5th Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn150305_0.docx,NWT/docs/[2015-03-05]hn150305_0.docx,https://www.assembly.gov.nt.ca/sites/assembly/files/hn150305.pdf,
17th Assembly- 5th Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn150304.docx,NWT/docs/[2015-03-04]hn150304.docx,https://www.assembly.gov.nt.ca/sites/assembly/files/hn150304.pdf,
17th Assembly- 5th Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn150303_1.docx,NWT/docs/[2015-03-03]hn150303_1.docx,https://www.assembly.gov.nt.ca/sites/assembly/files/hn150303.pdf,
17th Assembly- 5th Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn150302.docx,NWT/docs/[2015-03-02]hn150302.docx,https://www.assembly.gov.nt.ca/sites/assembly/files/hn150302.pdf,
17th Assembly- 5th Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn150226.docx,NWT/docs/[2015-02-26]hn150226.docx,https://www.assembly.gov.nt.ca/sites/assembly/files/hn150226.pdf,
17th Assembly- 5th Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn150225.docx,NWT/docs/[2015-02-25]hn150225.docx,https://www.assembly.gov.nt.ca/sites/assembly/files/hn150225.pdf,
17th Assembly- 5th Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn150224.docx,NWT/docs/[2015-02-24]hn150224.docx,https://www.assembly.gov.nt.ca/sites/assembly/files/hn150224.pdf,
