15th Assembly- 6th Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn070823.docx,NWT/docs/[2007-08-23]hn070823.docx,,
15th Assembly- 6th Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn070822.docx,NWT/docs/[2007-08-22]hn070822.docx,,
15th Assembly- 6th Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn070821.docx,NWT/docs/[2007-08-21]hn070821.docx,,
15th Assembly- 6th Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn070820.docx,NWT/docs/[2007-08-20]hn070820.docx,,
15th Assembly- 6th Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn070817.docx,NWT/docs/[2007-08-17]hn070817.docx,,
15th Assembly- 6th Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn070816.docx,NWT/docs/[2007-08-16]hn070816.docx,,
15th Assembly- 6th Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn070815.docx,NWT/docs/[2007-08-15]hn070815.docx,,
15th Assembly- 6th Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn070517.docx,NWT/docs/[2007-05-17]hn070517.docx,,
15th Assembly- 6th Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn070516.docx,NWT/docs/[2007-05-16]hn070516.docx,,
15th Assembly- 6th Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn070515.docx,NWT/docs/[2007-05-15]hn070515.docx,,
15th Assembly- 6th Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn070514.docx,NWT/docs/[2007-05-14]hn070514.docx,,
15th Assembly- 6th Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn070511.docx,NWT/docs/[2007-05-11]hn070511.docx,,
15th Assembly- 6th Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn070510.docx,NWT/docs/[2007-05-10]hn070510.docx,,
15th Assembly- 6th Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn070509.docx,NWT/docs/[2007-05-09]hn070509.docx,,
15th Assembly- 6th Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn070314.docx,NWT/docs/[2007-03-14]hn070314.docx,,
