19th Assembly- 2nd Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn200316.docx,NWT/docs/[2020-03-16]hn200316.docx,https://www.assembly.gov.nt.ca/sites/assembly/files/hn200316.pdf,
19th Assembly- 2nd Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn200313_0.docx,NWT/docs/[2020-03-13]hn200313_0.docx,https://www.assembly.gov.nt.ca/sites/assembly/files/hn200313.pdf,
19th Assembly- 2nd Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn200312.docx,NWT/docs/[2020-03-12]hn200312.docx,https://www.assembly.gov.nt.ca/sites/assembly/files/hn200312.pdf,
19th Assembly- 2nd Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn200311.docx,NWT/docs/[2020-03-11]hn200311.docx,https://www.assembly.gov.nt.ca/sites/assembly/files/hn200311.pdf,
19th Assembly- 2nd Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn200310_0.docx,NWT/docs/[2020-03-10]hn200310_0.docx,https://www.assembly.gov.nt.ca/sites/assembly/files/hn200310.pdf,
19th Assembly- 2nd Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn200305_0.docx,NWT/docs/[2020-03-05]hn200305_0.docx,https://www.assembly.gov.nt.ca/sites/assembly/files/hn200305.pdf,
19th Assembly- 2nd Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn200304_0.docx,NWT/docs/[2020-03-04]hn200304_0.docx,https://www.assembly.gov.nt.ca/sites/assembly/files/hn200304.pdf,
19th Assembly- 2nd Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn200303_0.docx,NWT/docs/[2020-03-03]hn200303_0.docx,https://www.assembly.gov.nt.ca/sites/assembly/files/hn200303.pdf,
19th Assembly- 2nd Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn200302_0.docx,NWT/docs/[2020-03-02]hn200302_0.docx,https://www.assembly.gov.nt.ca/sites/assembly/files/hn200302.pdf,
19th Assembly- 2nd Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn200228_0.docx,NWT/docs/[2020-02-28]hn200228_0.docx,https://www.assembly.gov.nt.ca/sites/assembly/files/hn200228.pdf,
19th Assembly- 2nd Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn200227_0.docx,NWT/docs/[2020-02-27]hn200227_0.docx,https://www.assembly.gov.nt.ca/sites/assembly/files/hn200227.pdf,
19th Assembly- 2nd Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn200226_0.docx,NWT/docs/[2020-02-26]hn200226_0.docx,https://www.assembly.gov.nt.ca/sites/assembly/files/hn200226.pdf,
19th Assembly- 2nd Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn200225_0.docx,NWT/docs/[2020-02-25]hn200225_0.docx,https://www.assembly.gov.nt.ca/sites/assembly/files/hn200225.pdf,
19th Assembly- 2nd Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn200213_0.docx,NWT/docs/[2020-02-13]hn200213_0.docx,https://www.assembly.gov.nt.ca/sites/assembly/files/hn200213.pdf,
19th Assembly- 2nd Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn200212_0.docx,NWT/docs/[2020-02-12]hn200212_0.docx,https://www.assembly.gov.nt.ca/sites/assembly/files/hn200212.pdf,
19th Assembly- 2nd Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn200211_0.docx,NWT/docs/[2020-02-11]hn200211_0.docx,https://www.assembly.gov.nt.ca/sites/assembly/files/hn200211.pdf,
19th Assembly- 2nd Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn200210_0.docx,NWT/docs/[2020-02-10]hn200210_0.docx,https://www.assembly.gov.nt.ca/sites/assembly/files/hn200210_0.pdf,
19th Assembly- 2nd Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn200207_0.docx,NWT/docs/[2020-02-07]hn200207_0.docx,https://www.assembly.gov.nt.ca/sites/assembly/files/hn200207.pdf,
19th Assembly- 2nd Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn200206_0.docx,NWT/docs/[2020-02-06]hn200206_0.docx,https://www.assembly.gov.nt.ca/sites/assembly/files/hn200206.pdf,
19th Assembly- 2nd Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn200205_0.docx,NWT/docs/[2020-02-05]hn200205_0.docx,https://www.assembly.gov.nt.ca/sites/assembly/files/hn200205.pdf,
19th Assembly- 1st Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn191212.docx,NWT/docs/[2019-12-12]hn191212.docx,https://www.assembly.gov.nt.ca/sites/assembly/files/hn191212.pdf,
19th Assembly- 1st Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn191211_0.docx,NWT/docs/[2019-12-11]hn191211_0.docx,https://www.assembly.gov.nt.ca/sites/assembly/files/hn191211.pdf,
19th Assembly- 1st Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn191210.docx,NWT/docs/[2019-12-10]hn191210.docx,https://www.assembly.gov.nt.ca/sites/assembly/files/hn191210.pdf,
19th Assembly- 1st Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn191025.docx,NWT/docs/[2019-10-25]hn191025.docx,https://www.assembly.gov.nt.ca/sites/assembly/files/hn191025.pdf,
19th Assembly- 0th Session,https://www.assembly.gov.nt.ca/sites/assembly/files/tlc191024.docx,NWT/docs/[2019-10-24]tlc191024.docx,https://www.assembly.gov.nt.ca/sites/assembly/files/tlc191024.pdf,
19th Assembly- 0th Session,https://www.assembly.gov.nt.ca/sites/assembly/files/tlc191018.docx,NWT/docs/[2019-10-18]tlc191018.docx,https://www.assembly.gov.nt.ca/sites/assembly/files/tlc191018.pdf,
19th Assembly- 0th Session,https://www.assembly.gov.nt.ca/sites/assembly/files/rt191009_1.docx,NWT/docs/[2019-10-09]rt191009_1.docx,https://www.assembly.gov.nt.ca/sites/assembly/files/rt191009_0.pdf,
