16th Assembly- 6th Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn110825_0.docx,NWT/docs/[2011-08-25]hn110825_0.docx,https://www.assembly.gov.nt.ca/sites/assembly/files/hn110825.pdf,
16th Assembly- 6th Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn110824.docx,NWT/docs/[2011-08-24]hn110824.docx,https://www.assembly.gov.nt.ca/sites/assembly/files/hn110824.pdf,
16th Assembly- 6th Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn110823_0.docx,NWT/docs/[2011-08-23]hn110823_0.docx,,
16th Assembly- 6th Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn110822_0.docx,NWT/docs/[2011-08-22]hn110822_0.docx,,
16th Assembly- 6th Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn110819_0.docx,NWT/docs/[2011-08-19]hn110819_0.docx,,
16th Assembly- 6th Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn110818_0.docx,NWT/docs/[2011-08-18]hn110818_0.docx,,
16th Assembly- 6th Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn110817_0.docx,NWT/docs/[2011-08-17]hn110817_0.docx,,
16th Assembly- 6th Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn110519_0.docx,NWT/docs/[2011-05-19]hn110519_0.docx,,
16th Assembly- 6th Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn110518_0.docx,NWT/docs/[2011-05-18]hn110518_0.docx,,
16th Assembly- 6th Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn110518_0.docx,NWT/docs/[2011-05-18]hn110518_0.docx,,
16th Assembly- 6th Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn110517_0.docx,NWT/docs/[2011-05-17]hn110517_0.docx,,
16th Assembly- 6th Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn110516_0.docx,NWT/docs/[2011-05-16]hn110516_0.docx,,
16th Assembly- 6th Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn110513_0.docx,NWT/docs/[2011-05-13]hn110513_0.docx,,
16th Assembly- 6th Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn110512_2.docx,NWT/docs/[2011-05-12]hn110512_2.docx,https://www.assembly.gov.nt.ca/sites/assembly/files/hn110512.pdf,
16th Assembly- 6th Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn110511_0.docx,NWT/docs/[2011-05-11]hn110511_0.docx,,
16th Assembly- 6th Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn110310.docx,NWT/docs/[2011-03-10]hn110310.docx,https://www.assembly.gov.nt.ca/sites/assembly/files/hn110310.pdf,
16th Assembly- 6th Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn110309.docx,NWT/docs/[2011-03-09]hn110309.docx,https://www.assembly.gov.nt.ca/sites/assembly/files/hn110309.pdf,
16th Assembly- 6th Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn110308.docx,NWT/docs/[2011-03-08]hn110308.docx,https://www.assembly.gov.nt.ca/sites/assembly/files/hn110308.pdf,
16th Assembly- 6th Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn110307.docx,NWT/docs/[2011-03-07]hn110307.docx,https://www.assembly.gov.nt.ca/sites/assembly/files/hn110307.pdf,
16th Assembly- 5th Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn110304.docx,NWT/docs/[2011-03-04]hn110304.docx,https://www.assembly.gov.nt.ca/sites/assembly/files/hn110304_.pdf,
16th Assembly- 5th Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn110303_0.docx,NWT/docs/[2011-03-03]hn110303_0.docx,,
16th Assembly- 5th Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn110302.docx,NWT/docs/[2011-03-02]hn110302.docx,https://www.assembly.gov.nt.ca/sites/assembly/files/hn110302.pdf,
16th Assembly- 5th Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn110301_0.docx,NWT/docs/[2011-03-01]hn110301_0.docx,,
16th Assembly- 5th Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn110228_0.docx,NWT/docs/[2011-02-28]hn110228_0.docx,,
16th Assembly- 5th Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn110224.docx,NWT/docs/[2011-02-24]hn110224.docx,https://www.assembly.gov.nt.ca/sites/assembly/files/hn110224.pdf,
16th Assembly- 5th Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn110223_0.docx,NWT/docs/[2011-02-23]hn110223_0.docx,,
16th Assembly- 5th Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn110222_0.docx,NWT/docs/[2011-02-22]hn110222_0.docx,,
16th Assembly- 5th Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn110221_0.docx,NWT/docs/[2011-02-21]hn110221_0.docx,,
16th Assembly- 5th Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn110218_0.docx,NWT/docs/[2011-02-18]hn110218_0.docx,,
16th Assembly- 5th Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn110217_0.docx,NWT/docs/[2011-02-17]hn110217_0.docx,,
16th Assembly- 5th Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn110216_0.docx,NWT/docs/[2011-02-16]hn110216_0.docx,,
16th Assembly- 5th Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn110215.docx,NWT/docs/[2011-02-15]hn110215.docx,https://www.assembly.gov.nt.ca/sites/assembly/files/hn110215_0.pdf,
16th Assembly- 5th Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn110214.docx,NWT/docs/[2011-02-14]hn110214.docx,https://www.assembly.gov.nt.ca/sites/assembly/files/hn110214.pdf,
16th Assembly- 5th Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn110210.docx,NWT/docs/[2011-02-10]hn110210.docx,https://www.assembly.gov.nt.ca/sites/assembly/files/hn110210.pdf,
16th Assembly- 5th Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn110209.docx,NWT/docs/[2011-02-09]hn110209.docx,https://www.assembly.gov.nt.ca/sites/assembly/files/hn110209.pdf,
16th Assembly- 5th Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn110208_0.docx,NWT/docs/[2011-02-08]hn110208_0.docx,,
16th Assembly- 5th Session,https://www.assembly.gov.nt.ca/sites/assembly/files/hn110207_0.docx,NWT/docs/[2011-02-07]hn110207_0.docx,,
