"Session","Session Date","Session Link"
"4th Assembly – 3rd Session","20161018","https://assembly.nu.ca/sites/default/files/Hansard_20161018.pdf"
"4th Assembly – 3rd Session","20160608","https://assembly.nu.ca/sites/default/files/Hansard_20160608_0.pdf"
"4th Assembly – 3rd Session","20160607","https://assembly.nu.ca/sites/default/files/Hansard_20160607_0.pdf"
"4th Assembly – 3rd Session","20160606","https://assembly.nu.ca/sites/default/files/Hansard_20160606_0.pdf"
"4th Assembly – 3rd Session","20160603","https://assembly.nu.ca/sites/default/files/Hansard_20160603_0.pdf"
"4th Assembly – 3rd Session","20160602","https://assembly.nu.ca/sites/default/files/Hansard_20160602_0.pdf"
"4th Assembly – 3rd Session","20160601","https://assembly.nu.ca/sites/default/files/Hansard_20160601_0.pdf"
"4th Assembly – 3rd Session","20160531","https://assembly.nu.ca/sites/default/files/Hansard_20160531_0.pdf"
"4th Assembly – 3rd Session","20160530","https://assembly.nu.ca/sites/default/files/Hansard_20160530_0.pdf"
"4th Assembly – 3rd Session","20160316","https://assembly.nu.ca/sites/default/files/Hansard_20160316.pdf"
"4th Assembly – 3rd Session","20160315","https://assembly.nu.ca/sites/default/files/Hansard_20160315.pdf"
"4th Assembly – 3rd Session","20160314","https://assembly.nu.ca/sites/default/files/Hansard_20160314.pdf"
"4th Assembly – 3rd Session","20160312","https://assembly.nu.ca/sites/default/files/Hansard_20160312.pdf"
"4th Assembly – 3rd Session","20160311","https://assembly.nu.ca/sites/default/files/Hansard_20160311.pdf"
"4th Assembly – 3rd Session","20160310","https://assembly.nu.ca/sites/default/files/Hansard_20160310.pdf"
"4th Assembly – 3rd Session","20160309","https://assembly.nu.ca/sites/default/files/Hansard_20160309.pdf"
"4th Assembly – 3rd Session","20160308","https://assembly.nu.ca/sites/default/files/Hansard_20160308.pdf"
"4th Assembly – 3rd Session","20160307","https://assembly.nu.ca/sites/default/files/Hansard_20160307.pdf"
"4th Assembly – 3rd Session","20160303","https://assembly.nu.ca/sites/default/files/Hansard_20160303.pdf"
"4th Assembly – 3rd Session","20160302","https://assembly.nu.ca/sites/default/files/Hansard_20160302.pdf"
"4th Assembly – 3rd Session","20160301","https://assembly.nu.ca/sites/default/files/Hansard_20160301.pdf"
"4th Assembly – 3rd Session","20160229","https://assembly.nu.ca/sites/default/files/Hansard_20160229.pdf"
"4th Assembly – 3rd Session","20160226","https://assembly.nu.ca/sites/default/files/Hansard_20160226.pdf"
"4th Assembly – 3rd Session","20160225","https://assembly.nu.ca/sites/default/files/Hansard_20160225.pdf"
"4th Assembly – 3rd Session","20160224","https://assembly.nu.ca/sites/default/files/Hansard_20160224.pdf"
"4th Assembly – 3rd Session","20151109","https://assembly.nu.ca/sites/default/files/Hansard_20151109.pdf"
"4th Assembly – 3rd Session","20151107","https://assembly.nu.ca/sites/default/files/Hansard_20151107.pdf"
"4th Assembly – 3rd Session","20151105","https://assembly.nu.ca/sites/default/files/Hansard_20151105.pdf"
"4th Assembly – 3rd Session","20151104","https://assembly.nu.ca/sites/default/files/Hansard_20151104.pdf"
"4th Assembly – 3rd Session","20151103","https://assembly.nu.ca/sites/default/files/Hansard_20151103.pdf"
"4th Assembly – 3rd Session","20151102","https://assembly.nu.ca/sites/default/files/Hansard_20151102.pdf"
"4th Assembly – 3rd Session","20151030","https://assembly.nu.ca/sites/default/files/Hansard_20151030.pdf"
"4th Assembly – 3rd Session","20151029","https://assembly.nu.ca/sites/default/files/Hansard_20151029.pdf"
"4th Assembly – 3rd Session","20151028","https://assembly.nu.ca/sites/default/files/Hansard_20151028.pdf"
"4th Assembly – 3rd Session","20151027","https://assembly.nu.ca/sites/default/files/Hansard_20151027.pdf"
"4th Assembly – 3rd Session","20151026","https://assembly.nu.ca/sites/default/files/Hansard_20151026.pdf"
"4th Assembly – 3rd Session","20151023","https://assembly.nu.ca/sites/default/files/Hansard_20151023.pdf"
"4th Assembly – 3rd Session","20151022","https://assembly.nu.ca/sites/default/files/Hansard_20151022.pdf"
"4th Assembly – 3rd Session","20151021","https://assembly.nu.ca/sites/default/files/Hansard_20151021.pdf"
"4th Assembly – 3rd Session","20150602","https://assembly.nu.ca/sites/default/files/Hansard_20150602.pdf"
"4th Assembly – 2nd Session","20150601","https://assembly.nu.ca/sites/default/files/Hansard_20150601.pdf"
"4th Assembly – 2nd Session","20150529","https://assembly.nu.ca/sites/default/files/Hansard_20150529.pdf"
"4th Assembly – 2nd Session","20150528","https://assembly.nu.ca/sites/default/files/Hansard_20150528.pdf"
"4th Assembly – 2nd Session","20150527","https://assembly.nu.ca/sites/default/files/Hansard_20150527.pdf"
"4th Assembly – 2nd Session","20150526","https://assembly.nu.ca/sites/default/files/Hansard_20150526.pdf"
"4th Assembly – 2nd Session","20150317","https://assembly.nu.ca/sites/default/files/Hansard_20150317.pdf"
"4th Assembly – 2nd Session","20150316","https://assembly.nu.ca/sites/default/files/Hansard_20150316.pdf"
"4th Assembly – 2nd Session","20150313","https://assembly.nu.ca/sites/default/files/Hansard_20150313.pdf"
"4th Assembly – 2nd Session","20150312","https://assembly.nu.ca/sites/default/files/Hansard_20150312.pdf"
"4th Assembly – 2nd Session","20150311","https://assembly.nu.ca/sites/default/files/Hansard_20150311.pdf"
"4th Assembly – 2nd Session","20150310","https://assembly.nu.ca/sites/default/files/Hansard_20150310.pdf"
"4th Assembly – 2nd Session","20150309","https://assembly.nu.ca/sites/default/files/Hansard_20150309.pdf"
"4th Assembly – 2nd Session","20150306","https://assembly.nu.ca/sites/default/files/Hansard_20150306.pdf"
"4th Assembly – 2nd Session","20150305","https://assembly.nu.ca/sites/default/files/Hansard_20150305.pdf"
"4th Assembly – 2nd Session","20150304","https://assembly.nu.ca/sites/default/files/Hansard_20150304.pdf"
"4th Assembly – 2nd Session","20150303","https://assembly.nu.ca/sites/default/files/Hansard_20150303.pdf"
"4th Assembly – 2nd Session","20150302","https://assembly.nu.ca/sites/default/files/Hansard_20150302.pdf"
"4th Assembly – 2nd Session","20150227","https://assembly.nu.ca/sites/default/files/Hansard_20150227.pdf"
"4th Assembly – 2nd Session","20150226","https://assembly.nu.ca/sites/default/files/Hansard_20150226.pdf"
"4th Assembly – 2nd Session","20150225","https://assembly.nu.ca/sites/default/files/Hansard_20150225.pdf"
"4th Assembly – 2nd Session","20150224","https://assembly.nu.ca/sites/default/files/Hansard_20150224_0.pdf"
"4th Assembly – 2nd Session","20141106","https://assembly.nu.ca/sites/default/files/Hansard_20141106_0.pdf"
"4th Assembly – 2nd Session","20141105","https://assembly.nu.ca/sites/default/files/Hansard_20141105.pdf"
"4th Assembly – 2nd Session","20141104","https://assembly.nu.ca/sites/default/files/Hansard_20141104.pdf"
"4th Assembly – 2nd Session","20141103","https://assembly.nu.ca/sites/default/files/Hansard_20141103.pdf"
"4th Assembly – 2nd Session","20141031","https://assembly.nu.ca/sites/default/files/Hansard_20141031.pdf"
"4th Assembly – 2nd Session","20141030","https://assembly.nu.ca/sites/default/files/Hansard_20141030.pdf"
"4th Assembly – 2nd Session","20141029","https://assembly.nu.ca/sites/default/files/Hansard_20141029.pdf"
"4th Assembly – 2nd Session","20141028","https://assembly.nu.ca/sites/default/files/Hansard_20141028.pdf"
"4th Assembly – 2nd Session","20141027","https://assembly.nu.ca/sites/default/files/Hansard_20141027.pdf"
"4th Assembly – 2nd Session","20141024","https://assembly.nu.ca/sites/default/files/Hansard_20141024.pdf"
"4th Assembly – 2nd Session","20141023","https://assembly.nu.ca/sites/default/files/Hansard_20141023.pdf"
"4th Assembly – 2nd Session","20141022","https://assembly.nu.ca/sites/default/files/Hansard_20141022.pdf"
"4th Assembly – 2nd Session","20141021","https://assembly.nu.ca/sites/default/files/Hansard_20141021.pdf"
"4th Assembly – 2nd Session","20140612","https://assembly.nu.ca/sites/default/files/Hansard_20140612.pdf"
"4th Assembly – 2nd Session","20140611","https://assembly.nu.ca/sites/default/files/Hansard_20140611.pdf"
"4th Assembly – 2nd Session","20140610","https://assembly.nu.ca/sites/default/files/Hansard_20140610.pdf"
"4th Assembly – 2nd Session","20140609","https://assembly.nu.ca/sites/default/files/Hansard_20140609.pdf"
"4th Assembly – 2nd Session","20140606","https://assembly.nu.ca/sites/default/files/Hansard_20140606.pdf"
"4th Assembly – 2nd Session","20140605","https://assembly.nu.ca/sites/default/files/Hansard_20140605.pdf"
"4th Assembly – 2nd Session","20140604","https://assembly.nu.ca/sites/default/files/Hansard_20140604.pdf"
"4th Assembly – 2nd Session","20140603","https://assembly.nu.ca/sites/default/files/Hansard_20140603.pdf"
"4th Assembly – 2nd Session","20140602","https://assembly.nu.ca/sites/default/files/Hansard_20140602.pdf"
"4th Assembly – 2nd Session","20140530","https://assembly.nu.ca/sites/default/files/Hansard_20140530.pdf"
"4th Assembly – 2nd Session","20140529","https://assembly.nu.ca/sites/default/files/Hansard_20140529.pdf"
"4th Assembly – 2nd Session","20140528","https://assembly.nu.ca/sites/default/files/Hansard_20140528.pdf"
"4th Assembly – 2nd Session","20140527","https://assembly.nu.ca/sites/default/files/Hansard_20140527.pdf"
"4th Assembly – 2nd Session","20140526","https://assembly.nu.ca/sites/default/files/Hansard_20140526.pdf"
"4th Assembly – 2nd Session","20140523","https://assembly.nu.ca/sites/default/files/Hansard_20140523.pdf"
"4th Assembly – 2nd Session","20140522","https://assembly.nu.ca/sites/default/files/Hansard_20140522.pdf"
"4th Assembly – 2nd Session","20140320","https://assembly.nu.ca/sites/default/files/Hansard_20140320.pdf"
"4th Assembly - 1st Session","20131115","https://assembly.nu.ca/sites/default/files/20131115%20Nunavut%20Leadership%20Forum.pdf"
"4th Assembly - 1st Session","20140319","https://assembly.nu.ca/sites/default/files/Hansard_20140319.pdf"
"4th Assembly - 1st Session","20140318","https://assembly.nu.ca/sites/default/files/Hansard_20140318.pdf"
"4th Assembly - 1st Session","20140317","https://assembly.nu.ca/sites/default/files/Hansard_20140317.pdf"
"4th Assembly - 1st Session","20140314","https://assembly.nu.ca/sites/default/files/Hansard_20140314.pdf"
"4th Assembly - 1st Session","20140313","https://assembly.nu.ca/sites/default/files/Hansard_20140313.pdf"
"4th Assembly - 1st Session","20140312","https://assembly.nu.ca/sites/default/files/Hansard_20140312.pdf"
"4th Assembly - 1st Session","20140311","https://assembly.nu.ca/sites/default/files/Hansard_20140311.pdf"
"4th Assembly - 1st Session","20140310","https://assembly.nu.ca/sites/default/files/Hansard_20140310.pdf"
"4th Assembly - 1st Session","20140307","https://assembly.nu.ca/sites/default/files/Hansard_20140307.pdf"
"4th Assembly - 1st Session","20140306","https://assembly.nu.ca/sites/default/files/Hansard_20140306.pdf"
"4th Assembly - 1st Session","20131119","https://assembly.nu.ca/sites/default/files/Hansard_20131119.pdf"
