"Date_Long","Date_Short","MHT","PDF"
"November 15, 2018","2018-11-15","https://yukonassembly.ca/sites/default/files/hansard/34-2-116.mht","https://yukonassembly.ca/sites/default/files/hansard/34-2-116.pdf"
"November 14, 2018","2018-11-14","https://yukonassembly.ca/sites/default/files/hansard/34-2-115.mht","https://yukonassembly.ca/sites/default/files/hansard/34-2-115.pdf"
"November 13, 2018","2018-11-13","https://yukonassembly.ca/sites/default/files/hansard/34-2-114.mht","https://yukonassembly.ca/sites/default/files/hansard/34-2-114.pdf"
"November 8, 2018","2018-11-08","https://yukonassembly.ca/sites/default/files/hansard/34-2-113.mht","https://yukonassembly.ca/sites/default/files/hansard/34-2-113.pdf"
"November 7, 2018","2018-11-07","https://yukonassembly.ca/sites/default/files/hansard/34-2-112.mht","https://yukonassembly.ca/sites/default/files/hansard/34-2-112.pdf"
"November 6, 2018","2018-11-06","https://yukonassembly.ca/sites/default/files/hansard/34-2-111.mht","https://yukonassembly.ca/sites/default/files/hansard/34-2-111.pdf"
"November 5, 2018","2018-11-05","https://yukonassembly.ca/sites/default/files/hansard/34-2-110.mht","https://yukonassembly.ca/sites/default/files/hansard/34-2-110.pdf"
"November 1, 2018","2018-11-01","https://yukonassembly.ca/sites/default/files/hansard/34-2-109.mht","https://yukonassembly.ca/sites/default/files/hansard/34-2-109.pdf"
"October 31, 2018","2018-10-31","https://yukonassembly.ca/sites/default/files/hansard/34-2-108.mht","https://yukonassembly.ca/sites/default/files/hansard/34-2-108.pdf"
"October 30, 2018","2018-10-30","https://yukonassembly.ca/sites/default/files/hansard/34-2-107.mht","https://yukonassembly.ca/sites/default/files/hansard/34-2-107.pdf"
"October 29, 2018","2018-10-29","https://yukonassembly.ca/sites/default/files/hansard/34-2-106.mht","https://yukonassembly.ca/sites/default/files/hansard/34-2-106.pdf"
"October 25, 2018","2018-10-25","https://yukonassembly.ca/sites/default/files/hansard/34-2-105.mht","https://yukonassembly.ca/sites/default/files/hansard/34-2-105.pdf"
"October 24, 2018","2018-10-24","https://yukonassembly.ca/sites/default/files/hansard/34-2-104.mht","https://yukonassembly.ca/sites/default/files/hansard/34-2-104.pdf"
"October 23, 2018","2018-10-23","https://yukonassembly.ca/sites/default/files/hansard/34-2-103.mht","https://yukonassembly.ca/sites/default/files/hansard/34-2-103.pdf"
"October 22, 2018","2018-10-22","https://yukonassembly.ca/sites/default/files/hansard/34-2-102.mht","https://yukonassembly.ca/sites/default/files/hansard/34-2-102.pdf"
"October 18, 2018","2018-10-18","https://yukonassembly.ca/sites/default/files/hansard/34-2-101.mht","https://yukonassembly.ca/sites/default/files/hansard/34-2-101.pdf"
"October 17, 2018","2018-10-17","https://yukonassembly.ca/sites/default/files/hansard/34-2-100.mht","https://yukonassembly.ca/sites/default/files/hansard/34-2-100.pdf"
"October 16, 2018","2018-10-16","https://yukonassembly.ca/sites/default/files/hansard/34-2-099.mht","https://yukonassembly.ca/sites/default/files/hansard/34-2-099.pdf"
"October 15, 2018","2018-10-15","https://yukonassembly.ca/sites/default/files/hansard/34-2-098.mht","https://yukonassembly.ca/sites/default/files/hansard/34-2-098.pdf"
"October 11, 2018","2018-10-11","https://yukonassembly.ca/sites/default/files/hansard/34-2-097.mht","https://yukonassembly.ca/sites/default/files/hansard/34-2-097.pdf"
"October 10, 2018","2018-10-10","https://yukonassembly.ca/sites/default/files/hansard/34-2-096.mht","https://yukonassembly.ca/sites/default/files/hansard/34-2-096.pdf"
"October 9, 2018","2018-10-09","https://yukonassembly.ca/sites/default/files/hansard/34-2-095.mht","https://yukonassembly.ca/sites/default/files/hansard/34-2-095.pdf"
"October 4, 2018","2018-10-04","https://yukonassembly.ca/sites/default/files/hansard/34-2-094.mht","https://yukonassembly.ca/sites/default/files/hansard/34-2-094.pdf"
"October 3, 2018","2018-10-03","https://yukonassembly.ca/sites/default/files/hansard/34-2-093.mht","https://yukonassembly.ca/sites/default/files/hansard/34-2-093.pdf"
"October 2, 2018","2018-10-02","https://yukonassembly.ca/sites/default/files/hansard/34-2-092.mht","https://yukonassembly.ca/sites/default/files/hansard/34-2-092.pdf"
"October 1, 2018","2018-10-01","https://yukonassembly.ca/sites/default/files/hansard/34-2-091.mht","https://yukonassembly.ca/sites/default/files/hansard/34-2-091.pdf"
"April 24, 2018","2018-04-24","https://yukonassembly.ca/sites/default/files/hansard/34-2-090.mht","https://yukonassembly.ca/sites/default/files/hansard/34-2-090.pdf"
"April 23, 2018","2018-04-23","https://yukonassembly.ca/sites/default/files/hansard/34-2-089.mht","https://yukonassembly.ca/sites/default/files/hansard/34-2-089.pdf"
"April 19, 2018","2018-04-19","https://yukonassembly.ca/sites/default/files/hansard/34-2-088.mht","https://yukonassembly.ca/sites/default/files/hansard/34-2-088.pdf"
"April 18, 2018","2018-04-18","https://yukonassembly.ca/sites/default/files/hansard/34-2-087.mht","https://yukonassembly.ca/sites/default/files/hansard/34-2-087.pdf"
"April 17, 2018","2018-04-17","https://yukonassembly.ca/sites/default/files/hansard/34-2-086.mht","https://yukonassembly.ca/sites/default/files/hansard/34-2-086.pdf"
"April 16, 2018","2018-04-16","https://yukonassembly.ca/sites/default/files/hansard/34-2-085.mht","https://yukonassembly.ca/sites/default/files/hansard/34-2-085.pdf"
"April 12, 2018","2018-04-12","https://yukonassembly.ca/sites/default/files/hansard/34-2-084.mht","https://yukonassembly.ca/sites/default/files/hansard/34-2-084.pdf"
"April 11, 2018","2018-04-11","https://yukonassembly.ca/sites/default/files/hansard/34-2-083.mht","https://yukonassembly.ca/sites/default/files/hansard/34-2-083.pdf"
"April 10, 2018","2018-04-10","https://yukonassembly.ca/sites/default/files/hansard/34-2-082.mht","https://yukonassembly.ca/sites/default/files/hansard/34-2-082.pdf"
"April 9, 2018","2018-04-09","https://yukonassembly.ca/sites/default/files/hansard/34-2-081.mht","https://yukonassembly.ca/sites/default/files/hansard/34-2-081.pdf"
"April 5, 2018","2018-04-05","https://yukonassembly.ca/sites/default/files/hansard/34-2-080.mht","https://yukonassembly.ca/sites/default/files/hansard/34-2-080.pdf"
"April 4, 2018","2018-04-04","https://yukonassembly.ca/sites/default/files/hansard/34-2-079.mht","https://yukonassembly.ca/sites/default/files/hansard/34-2-079.pdf"
"April 3, 2018","2018-04-03","https://yukonassembly.ca/sites/default/files/hansard/34-2-078.mht","https://yukonassembly.ca/sites/default/files/hansard/34-2-078.pdf"
"March 29, 2018","2018-03-29","https://yukonassembly.ca/sites/default/files/hansard/34-2-077.mht","https://yukonassembly.ca/sites/default/files/hansard/34-2-077.pdf"
"March 28, 2018","2018-03-28","https://yukonassembly.ca/sites/default/files/hansard/34-2-076.mht","https://yukonassembly.ca/sites/default/files/hansard/34-2-076.pdf"
"March 27, 2018","2018-03-27","https://yukonassembly.ca/sites/default/files/hansard/34-2-075.mht","https://yukonassembly.ca/sites/default/files/hansard/34-2-075.pdf"
"March 26, 2018","2018-03-26","https://yukonassembly.ca/sites/default/files/hansard/34-2-074.mht","https://yukonassembly.ca/sites/default/files/hansard/34-2-074.pdf"
"March 22, 2018","2018-03-22","https://yukonassembly.ca/sites/default/files/hansard/34-2-073.mht","https://yukonassembly.ca/sites/default/files/hansard/34-2-073.pdf"
"March 21, 2018","2018-03-21","https://yukonassembly.ca/sites/default/files/hansard/34-2-072.mht","https://yukonassembly.ca/sites/default/files/hansard/34-2-072.pdf"
"March 20, 2018","2018-03-20","https://yukonassembly.ca/sites/default/files/hansard/34-2-071.mht","https://yukonassembly.ca/sites/default/files/hansard/34-2-071.pdf"
"March 19, 2018","2018-03-19","https://yukonassembly.ca/sites/default/files/hansard/34-2-070.mht","https://yukonassembly.ca/sites/default/files/hansard/34-2-070.pdf"
"March 15, 2018","2018-03-15","https://yukonassembly.ca/sites/default/files/hansard/34-2-069.mht","https://yukonassembly.ca/sites/default/files/hansard/34-2-069.pdf"
"March 14, 2018","2018-03-14","https://yukonassembly.ca/sites/default/files/hansard/34-2-068.mht","https://yukonassembly.ca/sites/default/files/hansard/34-2-068.pdf"
"March 13, 2018","2018-03-13","https://yukonassembly.ca/sites/default/files/hansard/34-2-067.mht","https://yukonassembly.ca/sites/default/files/hansard/34-2-067.pdf"
"March 12, 2018","2018-03-12","https://yukonassembly.ca/sites/default/files/hansard/34-2-066.mht","https://yukonassembly.ca/sites/default/files/hansard/34-2-066.pdf"
"March 8, 2018","2018-03-08","https://yukonassembly.ca/sites/default/files/hansard/34-2-065.mht","https://yukonassembly.ca/sites/default/files/hansard/34-2-065.pdf"
"March 7, 2018","2018-03-07","https://yukonassembly.ca/sites/default/files/hansard/34-2-064.mht","https://yukonassembly.ca/sites/default/files/hansard/34-2-064.pdf"
"March 6, 2018","2018-03-06","https://yukonassembly.ca/sites/default/files/hansard/34-2-063.mht","https://yukonassembly.ca/sites/default/files/hansard/34-2-063.pdf"
"March 5, 2018","2018-03-05","https://yukonassembly.ca/sites/default/files/hansard/34-2-062.mht","https://yukonassembly.ca/sites/default/files/hansard/34-2-062.pdf"
"March 1, 2018","2018-03-01","https://yukonassembly.ca/sites/default/files/hansard/34-2-061.mht","https://yukonassembly.ca/sites/default/files/hansard/34-2-061.pdf"
"November 27, 2017","2017-11-27","","https://yukonassembly.ca/sites/default/files/hansard/34-2-060.pdf"
"November 23, 2017","2017-11-23","","https://yukonassembly.ca/sites/default/files/hansard/34-2-059.pdf"
"November 22, 2017","2017-11-22","","https://yukonassembly.ca/sites/default/files/hansard/34-2-058.pdf"
"November 21, 2017","2017-11-21","","https://yukonassembly.ca/sites/default/files/hansard/34-2-057.pdf"
"November 20, 2017","2017-11-20","","https://yukonassembly.ca/sites/default/files/hansard/34-2-056.pdf"
"November 16, 2017","2017-11-16","","https://yukonassembly.ca/sites/default/files/hansard/34-2-055.pdf"
"November 15, 2017","2017-11-15","","https://yukonassembly.ca/sites/default/files/hansard/34-2-054.pdf"
"November 14, 2017","2017-11-14","","https://yukonassembly.ca/sites/default/files/hansard/34-2-053.pdf"
"November 9, 2017","2017-11-09","","https://yukonassembly.ca/sites/default/files/hansard/34-2-052.pdf"
"November 8, 2017","2017-11-08","","https://yukonassembly.ca/sites/default/files/hansard/34-2-051.pdf"
"November 7, 2017","2017-11-07","","https://yukonassembly.ca/sites/default/files/hansard/34-2-050.pdf"
"November 6, 2017","2017-11-06","","https://yukonassembly.ca/sites/default/files/hansard/34-2-049.pdf"
"November 2, 2017","2017-11-02","","https://yukonassembly.ca/sites/default/files/hansard/34-2-048.pdf"
"November 1, 2017","2017-11-01","","https://yukonassembly.ca/sites/default/files/hansard/34-2-047.pdf"
"October 31, 2017","2017-10-31","","https://yukonassembly.ca/sites/default/files/hansard/34-2-046.pdf"
"October 30, 2017","2017-10-30","","https://yukonassembly.ca/sites/default/files/hansard/34-2-045.pdf"
"October 26, 2017","2017-10-26","","https://yukonassembly.ca/sites/default/files/hansard/34-2-044.pdf"
"October 25, 2017","2017-10-25","","https://yukonassembly.ca/sites/default/files/hansard/34-2-043.pdf"
"October 24, 2017","2017-10-24","","https://yukonassembly.ca/sites/default/files/hansard/34-2-042.pdf"
"October 23, 2017","2017-10-23","","https://yukonassembly.ca/sites/default/files/hansard/34-2-041.pdf"
"October 19, 2017","2017-10-19","","https://yukonassembly.ca/sites/default/files/hansard/34-2-040.pdf"
"October 18, 2017","2017-10-18","","https://yukonassembly.ca/sites/default/files/hansard/34-2-039.pdf"
"October 16, 2017","2017-10-16","","https://yukonassembly.ca/sites/default/files/hansard/34-2-037.pdf"
"October 12, 2017","2017-10-12","","https://yukonassembly.ca/sites/default/files/hansard/34-2-036.pdf"
"October 11, 2017","2017-10-11","","https://yukonassembly.ca/sites/default/files/hansard/34-2-035.pdf"
"October 10, 2017","2017-10-10","","https://yukonassembly.ca/sites/default/files/hansard/34-2-034.pdf"
"October 10, 2017","2017-10-10","","https://yukonassembly.ca/sites/default/files/hansard/34-2-038.pdf"
"October 5, 2017","2017-10-05","","https://yukonassembly.ca/sites/default/files/hansard/34-2-033.pdf"
"October 4, 2017","2017-10-04","https://yukonassembly.ca/sites/default/files/hansard/34-2-032.mht","https://yukonassembly.ca/sites/default/files/hansard/34-2-032.pdf"
"October 3, 2017","2017-10-03","https://yukonassembly.ca/sites/default/files/hansard/34-2-031.mht","https://yukonassembly.ca/sites/default/files/hansard/34-2-031.pdf"
"June 13, 2017","2017-06-13","https://yukonassembly.ca/sites/default/files/hansard/34-2-030.mht","https://yukonassembly.ca/sites/default/files/hansard/34-2-030.pdf"
"June 12, 2017","2017-06-12","https://yukonassembly.ca/sites/default/files/hansard/34-2-029.mht","https://yukonassembly.ca/sites/default/files/hansard/34-2-029.pdf"
"June 8, 2017","2017-06-08","https://yukonassembly.ca/sites/default/files/hansard/34-2-028.mht","https://yukonassembly.ca/sites/default/files/hansard/34-2-028.pdf"
"June 7, 2017","2017-06-07","https://yukonassembly.ca/sites/default/files/hansard/34-2-027.mht","https://yukonassembly.ca/sites/default/files/hansard/34-2-027.pdf"
"June 6, 2017","2017-06-06","https://yukonassembly.ca/sites/default/files/hansard/34-2-026.mht","https://yukonassembly.ca/sites/default/files/hansard/34-2-026.pdf"
"June 5, 2017","2017-06-05","https://yukonassembly.ca/sites/default/files/hansard/34-2-025.mht","https://yukonassembly.ca/sites/default/files/hansard/34-2-025.pdf"
"June 1, 2017","2017-06-01","https://yukonassembly.ca/sites/default/files/hansard/34-2-024.mht","https://yukonassembly.ca/sites/default/files/hansard/34-2-024.pdf"
"May 31, 2017","2017-05-31","","https://yukonassembly.ca/sites/default/files/hansard/34-2-023.pdf"
"May 30, 2017","2017-05-30","https://yukonassembly.ca/sites/default/files/hansard/34-2-022.mht","https://yukonassembly.ca/sites/default/files/hansard/34-2-022.pdf"
"May 29, 2017","2017-05-29","https://yukonassembly.ca/sites/default/files/hansard/34-2-021.mht","https://yukonassembly.ca/sites/default/files/hansard/34-2-021.pdf"
"May 25, 2017","2017-05-25","https://yukonassembly.ca/sites/default/files/hansard/34-2-020.mht","https://yukonassembly.ca/sites/default/files/hansard/34-2-020.pdf"
"May 24, 2017","2017-05-24","https://yukonassembly.ca/sites/default/files/hansard/34-2-019.mht","https://yukonassembly.ca/sites/default/files/hansard/34-2-019.pdf"
"May 23, 2017","2017-05-23","https://yukonassembly.ca/sites/default/files/hansard/34-2-018.mht","https://yukonassembly.ca/sites/default/files/hansard/34-2-018.pdf"
"May 18, 2017","2017-05-18","https://yukonassembly.ca/sites/default/files/hansard/34-2-017.mht","https://yukonassembly.ca/sites/default/files/hansard/34-2-017.pdf"
"May 17, 2017","2017-05-17","https://yukonassembly.ca/sites/default/files/hansard/34-2-016.mht","https://yukonassembly.ca/sites/default/files/hansard/34-2-016.pdf"
"May 16, 2017","2017-05-16","https://yukonassembly.ca/sites/default/files/hansard/34-2-015.mht","https://yukonassembly.ca/sites/default/files/hansard/34-2-015.pdf"
"May 15, 2017","2017-05-15","https://yukonassembly.ca/sites/default/files/hansard/34-2-014.mht","https://yukonassembly.ca/sites/default/files/hansard/34-2-014.pdf"
"May 11, 2017","2017-05-11","https://yukonassembly.ca/sites/default/files/hansard/34-2-013.mht","https://yukonassembly.ca/sites/default/files/hansard/34-2-013.pdf"
"May 10, 2017","2017-05-10","https://yukonassembly.ca/sites/default/files/hansard/34-2-012.mht","https://yukonassembly.ca/sites/default/files/hansard/34-2-012.pdf"
"May 9, 2017","2017-05-09","https://yukonassembly.ca/sites/default/files/hansard/34-2-011.mht","https://yukonassembly.ca/sites/default/files/hansard/34-2-011.pdf"
"May 8, 2017","2017-05-08","https://yukonassembly.ca/sites/default/files/hansard/34-2-010.mht","https://yukonassembly.ca/sites/default/files/hansard/34-2-010.pdf"
"May 4, 2017","2017-05-04","https://yukonassembly.ca/sites/default/files/hansard/34-2-009.mht","https://yukonassembly.ca/sites/default/files/hansard/34-2-009.pdf"
"May 3, 2017","2017-05-03","https://yukonassembly.ca/sites/default/files/hansard/34-2-008.mht","https://yukonassembly.ca/sites/default/files/hansard/34-2-008.pdf"
"May 2, 2017","2017-05-02","https://yukonassembly.ca/sites/default/files/hansard/34-2-007.mht","https://yukonassembly.ca/sites/default/files/hansard/34-2-007.pdf"
"May 1, 2017","2017-05-01","https://yukonassembly.ca/sites/default/files/hansard/34-2-006.mht","https://yukonassembly.ca/sites/default/files/hansard/34-2-006.pdf"
"April 27, 2017","2017-04-27","https://yukonassembly.ca/sites/default/files/hansard/34-2-005.mht","https://yukonassembly.ca/sites/default/files/hansard/34-2-005.pdf"
"April 26, 2017","2017-04-26","https://yukonassembly.ca/sites/default/files/hansard/34-2-004.mht","https://yukonassembly.ca/sites/default/files/hansard/34-2-004.pdf"
"April 25, 2017","2017-04-25","https://yukonassembly.ca/sites/default/files/hansard/34-2-003.mht","https://yukonassembly.ca/sites/default/files/hansard/34-2-003.pdf"
"April 24, 2017","2017-04-24","https://yukonassembly.ca/sites/default/files/hansard/34-2-002.mht","https://yukonassembly.ca/sites/default/files/hansard/34-2-002.pdf"
"April 20, 2017","2017-04-20","https://yukonassembly.ca/sites/default/files/hansard/34-2-001.mht","https://yukonassembly.ca/sites/default/files/hansard/34-2-001.pdf"
"January 12, 2017","2017-01-12","https://yukonassembly.ca/sites/default/files/hansard/34-1-001.mht","https://yukonassembly.ca/sites/default/files/hansard/34-1-001.pdf"
"May 26, 2016","2016-05-26","https://yukonassembly.ca/sites/default/files/hansard/33-1-277.mht","https://yukonassembly.ca/sites/default/files/hansard/33-1-277.pdf"
"May 25, 2016","2016-05-25","https://yukonassembly.ca/sites/default/files/hansard/33-1-276.mht","https://yukonassembly.ca/sites/default/files/hansard/33-1-276.pdf"
"May 24, 2016","2016-05-24","https://yukonassembly.ca/sites/default/files/hansard/33-1-275.mht","https://yukonassembly.ca/sites/default/files/hansard/33-1-275.pdf"
"May 19, 2016","2016-05-19","https://yukonassembly.ca/sites/default/files/hansard/33-1-274.mht","https://yukonassembly.ca/sites/default/files/hansard/33-1-274.pdf"
"May 18, 2016","2016-05-18","https://yukonassembly.ca/sites/default/files/hansard/33-1-273.mht","https://yukonassembly.ca/sites/default/files/hansard/33-1-273.pdf"
"May 17, 2016","2016-05-17","https://yukonassembly.ca/sites/default/files/hansard/33-1-272.mht","https://yukonassembly.ca/sites/default/files/hansard/33-1-272.pdf"
"May 16, 2016","2016-05-16","https://yukonassembly.ca/sites/default/files/hansard/33-1-271.mht","https://yukonassembly.ca/sites/default/files/hansard/33-1-271.pdf"
"May 12, 2016","2016-05-12","https://yukonassembly.ca/sites/default/files/hansard/33-1-270.mht","https://yukonassembly.ca/sites/default/files/hansard/33-1-270.pdf"
"May 11, 2016","2016-05-11","https://yukonassembly.ca/sites/default/files/hansard/33-1-269.mht","https://yukonassembly.ca/sites/default/files/hansard/33-1-269.pdf"
"May 10, 2016","2016-05-10","https://yukonassembly.ca/sites/default/files/hansard/33-1-268.mht","https://yukonassembly.ca/sites/default/files/hansard/33-1-268.pdf"
"May 9, 2016","2016-05-09","https://yukonassembly.ca/sites/default/files/hansard/33-1-267_0.mht","https://yukonassembly.ca/sites/default/files/hansard/33-1-267.pdf"
"May 5, 2016","2016-05-05","https://yukonassembly.ca/sites/default/files/hansard/33-1-266.mht","https://yukonassembly.ca/sites/default/files/hansard/33-1-266.pdf"
"May 4, 2016","2016-05-04","https://yukonassembly.ca/sites/default/files/hansard/33-1-265.mht","https://yukonassembly.ca/sites/default/files/hansard/33-1-265.pdf"
"May 3, 2016","2016-05-03","https://yukonassembly.ca/sites/default/files/hansard/33-1-264.mht","https://yukonassembly.ca/sites/default/files/hansard/33-1-264.pdf"
"May 2, 2016","2016-05-02","https://yukonassembly.ca/sites/default/files/hansard/33-1-263.mht","https://yukonassembly.ca/sites/default/files/hansard/33-1-263.pdf"
"April 28, 2016","2016-04-28","https://yukonassembly.ca/sites/default/files/hansard/33-1-262.mht","https://yukonassembly.ca/sites/default/files/hansard/33-1-262.pdf"
"April 27, 2016","2016-04-27","https://yukonassembly.ca/sites/default/files/hansard/33-1-261.mht","https://yukonassembly.ca/sites/default/files/hansard/33-1-261.pdf"
"April 26, 2016","2016-04-26","https://yukonassembly.ca/sites/default/files/hansard/33-1-260.mht","https://yukonassembly.ca/sites/default/files/hansard/33-1-260.pdf"
"April 25, 2016","2016-04-25","https://yukonassembly.ca/sites/default/files/hansard/33-1-259.mht","https://yukonassembly.ca/sites/default/files/hansard/33-1-259.pdf"
"April 21, 2016","2016-04-21","https://yukonassembly.ca/sites/default/files/hansard/33-1-258.mht","https://yukonassembly.ca/sites/default/files/hansard/33-1-258.pdf"
"April 20, 2016","2016-04-20","https://yukonassembly.ca/sites/default/files/hansard/33-1-257.mht","https://yukonassembly.ca/sites/default/files/hansard/33-1-257.pdf"
"April 19, 2016","2016-04-19","https://yukonassembly.ca/sites/default/files/hansard/33-1-256.mht","https://yukonassembly.ca/sites/default/files/hansard/33-1-256.pdf"
"April 18, 2016","2016-04-18","https://yukonassembly.ca/sites/default/files/hansard/33-1-255.mht","https://yukonassembly.ca/sites/default/files/hansard/33-1-255.pdf"
"April 14, 2016","2016-04-14","https://yukonassembly.ca/sites/default/files/hansard/33-1-254.mht","https://yukonassembly.ca/sites/default/files/hansard/33-1-254.pdf"
"April 13, 2016","2016-04-13","https://yukonassembly.ca/sites/default/files/hansard/33-1-253.mht","https://yukonassembly.ca/sites/default/files/hansard/33-1-253.pdf"
"April 12, 2016","2016-04-12","https://yukonassembly.ca/sites/default/files/hansard/33-1-252.mht","https://yukonassembly.ca/sites/default/files/hansard/33-1-252.pdf"
"April 11, 2016","2016-04-11","https://yukonassembly.ca/sites/default/files/hansard/33-1-251.mht","https://yukonassembly.ca/sites/default/files/hansard/33-1-251.pdf"
"April 7, 2016","2016-04-07","https://yukonassembly.ca/sites/default/files/hansard/33-1-250.mht","https://yukonassembly.ca/sites/default/files/hansard/33-1-250.pdf"
"December 15, 2015","2015-12-15","https://yukonassembly.ca/sites/default/files/hansard/33-1-249.mht","https://yukonassembly.ca/sites/default/files/hansard/33-1-249.pdf"
"December 14, 2015","2015-12-14","https://yukonassembly.ca/sites/default/files/hansard/33-1-248_0.mht","https://yukonassembly.ca/sites/default/files/hansard/33-1-248.pdf"
"December 10, 2015","2015-12-10","https://yukonassembly.ca/sites/default/files/hansard/33-1-247.mht","https://yukonassembly.ca/sites/default/files/hansard/33-1-247.pdf"
"December 9, 2015","2015-12-09","https://yukonassembly.ca/sites/default/files/hansard/33-1-246.mht","https://yukonassembly.ca/sites/default/files/hansard/33-1-246.pdf"
"December 8, 2015","2015-12-08","https://yukonassembly.ca/sites/default/files/hansard/33-1-245.mht","https://yukonassembly.ca/sites/default/files/hansard/33-1-245.pdf"
"December 7, 2015","2015-12-07","https://yukonassembly.ca/sites/default/files/hansard/33-1-244.mht","https://yukonassembly.ca/sites/default/files/hansard/33-1-244.pdf"
"December 3, 2015","2015-12-03","https://yukonassembly.ca/sites/default/files/hansard/33-1-243.mht","https://yukonassembly.ca/sites/default/files/hansard/33-1-243.pdf"
"December 2, 2015","2015-12-02","https://yukonassembly.ca/sites/default/files/hansard/33-1-242.mht","https://yukonassembly.ca/sites/default/files/hansard/33-1-242.pdf"
"December 1, 2015","2015-12-01","https://yukonassembly.ca/sites/default/files/hansard/33-1-241.mht","https://yukonassembly.ca/sites/default/files/hansard/33-1-241.pdf"
"November 30, 2015","2015-11-30","https://yukonassembly.ca/sites/default/files/hansard/33-1-240.mht","https://yukonassembly.ca/sites/default/files/hansard/33-1-240.pdf"
"November 26, 2015","2015-11-26","https://yukonassembly.ca/sites/default/files/hansard/33-1-239.mht","https://yukonassembly.ca/sites/default/files/hansard/33-1-239.pdf"
"November 25, 2015","2015-11-25","https://yukonassembly.ca/sites/default/files/hansard/33-1-238.mht","https://yukonassembly.ca/sites/default/files/hansard/33-1-238.pdf"
"November 24, 2015","2015-11-24","https://yukonassembly.ca/sites/default/files/hansard/33-1-237.mht","https://yukonassembly.ca/sites/default/files/hansard/33-1-237.pdf"
"November 23, 2015","2015-11-23","https://yukonassembly.ca/sites/default/files/hansard/33-1-236.mht","https://yukonassembly.ca/sites/default/files/hansard/33-1-236.pdf"
"November 19, 2015","2015-11-19","https://yukonassembly.ca/sites/default/files/hansard/33-1-235.mht","https://yukonassembly.ca/sites/default/files/hansard/33-1-235.pdf"
"November 18, 2015","2015-11-18","https://yukonassembly.ca/sites/default/files/hansard/33-1-234.mht","https://yukonassembly.ca/sites/default/files/hansard/33-1-234.pdf"
"November 17, 2015","2015-11-17","https://yukonassembly.ca/sites/default/files/hansard/33-1-233.mht","https://yukonassembly.ca/sites/default/files/hansard/33-1-233.pdf"
"November 16, 2015","2015-11-16","https://yukonassembly.ca/sites/default/files/hansard/33-1-232.mht","https://yukonassembly.ca/sites/default/files/hansard/33-1-232.pdf"
"November 10, 2015","2015-11-10","https://yukonassembly.ca/sites/default/files/hansard/33-1-231.mht","https://yukonassembly.ca/sites/default/files/hansard/33-1-231.pdf"
"November 9, 2015","2015-11-09","https://yukonassembly.ca/sites/default/files/hansard/33-1-230.mht","https://yukonassembly.ca/sites/default/files/hansard/33-1-230.pdf"
"November 5, 2015","2015-11-05","https://yukonassembly.ca/sites/default/files/hansard/33-1-229.mht","https://yukonassembly.ca/sites/default/files/hansard/33-1-229.pdf"
"November 4, 2015","2015-11-04","https://yukonassembly.ca/sites/default/files/hansard/33-1-228.mht","https://yukonassembly.ca/sites/default/files/hansard/33-1-228.pdf"
"November 3, 2015","2015-11-03","https://yukonassembly.ca/sites/default/files/hansard/33-1-227.mht","https://yukonassembly.ca/sites/default/files/hansard/33-1-227.pdf"
"November 2, 2015","2015-11-02","https://yukonassembly.ca/sites/default/files/hansard/33-1-226.mht","https://yukonassembly.ca/sites/default/files/hansard/33-1-226.pdf"
"October 29, 2015","2015-10-29","https://yukonassembly.ca/sites/default/files/hansard/33-1-225.mht","https://yukonassembly.ca/sites/default/files/hansard/33-1-225.pdf"
"October 28, 2015","2015-10-28","https://yukonassembly.ca/sites/default/files/hansard/33-1-224.mht","https://yukonassembly.ca/sites/default/files/hansard/33-1-224.pdf"
"October 27, 2015","2015-10-27","https://yukonassembly.ca/sites/default/files/hansard/33-1-223.mht","https://yukonassembly.ca/sites/default/files/hansard/33-1-223.pdf"
"October 26, 2015","2015-10-26","https://yukonassembly.ca/sites/default/files/hansard/33-1-222.mht","https://yukonassembly.ca/sites/default/files/hansard/33-1-222.pdf"
"October 22, 2015","2015-10-22","https://yukonassembly.ca/sites/default/files/hansard/33-1-221.mht","https://yukonassembly.ca/sites/default/files/hansard/33-1-221.pdf"
"May 28, 2015","2015-05-28","https://yukonassembly.ca/sites/default/files/hansard/33-1-220.mht","https://yukonassembly.ca/sites/default/files/hansard/33-1-220.pdf"
"May 27, 2015","2015-05-27","https://yukonassembly.ca/sites/default/files/hansard/33-1-219.mht","https://yukonassembly.ca/sites/default/files/hansard/33-1-219.pdf"
"May 26, 2015","2015-05-26","https://yukonassembly.ca/sites/default/files/hansard/33-1-218.mht","https://yukonassembly.ca/sites/default/files/hansard/33-1-218.pdf"
"May 25, 2015","2015-05-25","https://yukonassembly.ca/sites/default/files/hansard/33-1-217.mht","https://yukonassembly.ca/sites/default/files/hansard/33-1-217.pdf"
"May 21, 2015","2015-05-21","https://yukonassembly.ca/sites/default/files/hansard/33-1-216.mht","https://yukonassembly.ca/sites/default/files/hansard/33-1-216.pdf"
"May 20, 2015","2015-05-20","https://yukonassembly.ca/sites/default/files/hansard/33-1-215.mht","https://yukonassembly.ca/sites/default/files/hansard/33-1-215.pdf"
"May 19, 2015","2015-05-19","https://yukonassembly.ca/sites/default/files/hansard/33-1-214.mht","https://yukonassembly.ca/sites/default/files/hansard/33-1-214.pdf"
